Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
415036,PARK VIEW CTR FOR REHABILITATION AND HEALTH CARE,31 PARADE STREET,PROVIDENCE,RI,02909,MANAGING EMPLOYEE,Individual,"VACCARO, MARGARET",NOT APPLICABLE,since 05/16/2016,"31 PARADE STREET PROVIDENCE, RI 02909 (41.815148, -71.432538)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,OFFICER,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"SILVERWOOD, KENNETH",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415008,GREENWOOD CENTER,1139 MAIN AVENUE,WARWICK,RI,02886,OFFICER,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 10/01/2010,"1139 MAIN AVENUE WARWICK, RI 02886 (41.716299, -71.461307)",10/01/2018
415028,WEST SHORE HEALTH CENTER,109 WEST SHORE ROAD,WARWICK,RI,02889,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 11/15/2007,"109 WEST SHORE ROAD WARWICK, RI 02889 (41.733287, -71.402699)",10/01/2018
415024,HALLWORTH HOUSE,66 BENEFIT STREET,PROVIDENCE,RI,02904,MANAGING EMPLOYEE,Individual,"TURNBULL, RONALD",NOT APPLICABLE,since 12/14/2007,"66 BENEFIT STREET PROVIDENCE, RI 02904 (41.831856, -71.409359)",10/01/2018
415008,GREENWOOD CENTER,1139 MAIN AVENUE,WARWICK,RI,02886,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 10/01/2010,"1139 MAIN AVENUE WARWICK, RI 02886 (41.716299, -71.461307)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,OFFICER,Individual,"WHITMAN, ARNOLD",NOT APPLICABLE,since 12/31/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"PRESTON, FORREST",100%,since 01/06/1976,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,OPERATIONAL/MANAGERIAL CONTROL,Organization,GENESIS HEALTHCARE LLC,NOT APPLICABLE,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415012,BRIARCLIFFE MANOR,49 OLD POCASSET ROAD,JOHNSTON,RI,02919,DIRECTOR,Individual,"TALWAR, AKSHAY",NOT APPLICABLE,since 01/01/1994,"49 OLD POCASSET ROAD JOHNSTON, RI 02919 (41.815987, -71.514682)",10/01/2018
415050,SAINT ELIZABETH MANOR EAST BAY,1 DAWN HILL,BRISTOL,RI,02809,DIRECTOR,Individual,"TRIMBLE, MATTHEW",NOT APPLICABLE,since 04/01/2015,"1 DAWN HILL BRISTOL, RI 02809 (41.689081, -71.264478)",10/01/2018
415049,HEBERT NURSING HOME,180 LOG ROAD,SMITHFIELD,RI,02917,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,ASLC RI II LLC,NO PERCENTAGE PROVIDED,since 07/09/2010,"180 LOG ROAD SMITHFIELD, RI 02917 (41.910336, -71.551313)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"FISHMAN, STEVEN",NO PERCENTAGE PROVIDED,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,DIRECTOR,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,OFFICER,Individual,"VESS, RYAN",NOT APPLICABLE,since 03/15/2013,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,1995 DONNA REIS FAMILY TRUST,NO PERCENTAGE PROVIDED,since 12/31/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415024,HALLWORTH HOUSE,66 BENEFIT STREET,PROVIDENCE,RI,02904,DIRECTOR,Individual,"MCJENNETT, JOHN",NOT APPLICABLE,since 12/14/2007,"66 BENEFIT STREET PROVIDENCE, RI 02904 (41.831856, -71.409359)",10/01/2018
415014,GRACE BARKER NURSING CENTER,54 BARKER AVENUE,WARREN,RI,02885,MANAGING EMPLOYEE,Individual,"LESCAULT, MARK",NOT APPLICABLE,since 11/28/2007,"54 BARKER AVENUE WARREN, RI 02885 (41.727711, -71.26429)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,MANAGING EMPLOYEE,Individual,"BOURGET, DIANNE",NOT APPLICABLE,since 08/01/2005,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,80 DOUGLAS PIKE,SMITHFIELD,RI,02917,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, DAVID",33%,since 06/01/2012,"80 DOUGLAS PIKE SMITHFIELD, RI 02917 (41.876882, -71.471058)",10/01/2018
415062,MORGAN HEALTH CENTER,80 MORGAN AVENUE,JOHNSTON,RI,02919,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CONCEPTS LTD,NOT APPLICABLE,since 08/17/2005,"80 MORGAN AVENUE JOHNSTON, RI 02919 (41.802319, -71.474736)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 10/01/2010,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"WILKS, JOSEPH",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,02842,MANAGING EMPLOYEE,Individual,"CICOGNA, NANCY",NOT APPLICABLE,since 02/03/2005,"600 VALLEY ROAD MIDDLETOWN, RI 02842 (41.50408, -71.289022)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"HARTMAN, JANET",15%,since 12/03/1997,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,OFFICER,Individual,"FOLEY, BRENDAN",NOT APPLICABLE,since 04/13/2015,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415024,HALLWORTH HOUSE,66 BENEFIT STREET,PROVIDENCE,RI,02904,DIRECTOR,Individual,"SCOTT, H DENMAN",NOT APPLICABLE,since 12/14/2007,"66 BENEFIT STREET PROVIDENCE, RI 02904 (41.831856, -71.409359)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,OFFICER,Individual,"EPP, KATHARINE",NOT APPLICABLE,since 01/01/1979,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415033,HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,398 BELLEVUE AVENUE,NEWPORT,RI,02840,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SOUCEY, DEBRA",11%,since 05/01/2014,"398 BELLEVUE AVENUE NEWPORT, RI 02840 (41.477036, -71.307969)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROY, JUDITH",33%,since 11/30/1983,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"REIFSNYDER, JOANNE",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415010,SAINT ELIZABETH HOME EAST GREENWICH,1 SAINT ELIZABETH WAY,EAST GREENWICH,RI,02818,DIRECTOR,Individual,"CUMMINGS, KELLY",NOT APPLICABLE,since 10/27/2014,"1 SAINT ELIZABETH WAY EAST GREENWICH, RI 02818 (41.639386, -71.472683)",10/01/2018
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,55 SCALLOP SHELL WAY,SOUTH KINGSTOWN,RI,02883,OPERATIONAL/MANAGERIAL CONTROL,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 07/01/2010,"55 SCALLOP SHELL WAY SOUTH KINGSTOWN, RI 02883 (41.451253, -71.490744)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"LABATE, WENDY",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,OFFICER,Individual,"FISHMAN, STEVEN",NOT APPLICABLE,since 12/31/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,DIRECTOR,Individual,"HARTMAN, JANET",NOT APPLICABLE,since 12/03/1997,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,MANAGING EMPLOYEE,Individual,"BAKER, DONALD",NOT APPLICABLE,since 03/01/2009,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415028,WEST SHORE HEALTH CENTER,109 WEST SHORE ROAD,WARWICK,RI,02889,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CONCEPTS LTD,NOT APPLICABLE,since 12/27/1999,"109 WEST SHORE ROAD WARWICK, RI 02889 (41.733287, -71.402699)",10/01/2018
415049,HEBERT NURSING HOME,180 LOG ROAD,SMITHFIELD,RI,02917,MANAGING EMPLOYEE,Individual,"AREL, TRACIE",NOT APPLICABLE,since 01/01/2014,"180 LOG ROAD SMITHFIELD, RI 02917 (41.910336, -71.551313)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,PARTNERSHIP INTEREST,Individual,"MINASSIAN, HARRY",NOT APPLICABLE,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415073,JEANNE JUGAN RESIDENCE,964 MAIN STREET,PAWTUCKET,RI,02860,OFFICER,Individual,"ANDRADES, SANDRA",NOT APPLICABLE,since 01/01/2013,"964 MAIN STREET PAWTUCKET, RI 02860 (41.865235, -71.399241)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,PARTNERSHIP INTEREST,Individual,"COURNOYER, SHAUN",NOT APPLICABLE,since 07/01/2012,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415060,AVALON NURSING HOME,57 STOKES STREET,WARWICK,RI,02889,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"AVALON NURSING HOME, INC.",NO PERCENTAGE PROVIDED,since 03/01/1964,"57 STOKES STREET WARWICK, RI 02889 (41.719088, -71.375566)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,1995 DONNA REIS FAMILY TRUST,NO PERCENTAGE PROVIDED,since 12/31/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,55 SCALLOP SHELL WAY,SOUTH KINGSTOWN,RI,02883,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,POST ACUTE PARTNERS,100%,since 07/01/2010,"55 SCALLOP SHELL WAY SOUTH KINGSTOWN, RI 02883 (41.451253, -71.490744)",10/01/2018
415062,MORGAN HEALTH CENTER,80 MORGAN AVENUE,JOHNSTON,RI,02919,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, SALLY",NO PERCENTAGE PROVIDED,since 11/01/1978,"80 MORGAN AVENUE JOHNSTON, RI 02919 (41.802319, -71.474736)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SUMMIT CARE PARENT LLC,NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS RI HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,SUMMIT CARE LLC,100%,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, DAVID",NO PERCENTAGE PROVIDED,since 01/01/1974,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415061,BRENTWOOD NURSING HOME,4000 POST ROAD,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MIGA, RICHARD",100%,since 02/01/2003,"4000 POST ROAD WARWICK, RI 02886 (41.682399, -71.450804)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,DIRECTOR,Individual,"BRISETTE, KRISTEN",NOT APPLICABLE,since 12/03/1997,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,OFFICER,Individual,"COURNOYER, SHAUN",NOT APPLICABLE,since 07/01/2012,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,DIRECTOR,Individual,"ZIEGLER, JAMES",NOT APPLICABLE,since 09/18/2001,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,DIRECTOR,Individual,"MINASSIAN, GAIL",NOT APPLICABLE,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SUN HEALTHCARE GROUP, INC.",NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415054,SOUTH KINGSTOWN NURSING AND REHAB CTR,"2115 SOUTH COUNTY TRAIL, PO BOX 307",WEST KINGSTON,RI,02892,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CONCEPTS LTD,NOT APPLICABLE,since 01/27/2000,"2115 SOUTH COUNTY TRAIL WEST KINGSTON, RI 02892 (41.50255, -71.561723)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415050,SAINT ELIZABETH MANOR EAST BAY,1 DAWN HILL,BRISTOL,RI,02809,MANAGING EMPLOYEE,Individual,"HOROWITZ, STEVEN",NOT APPLICABLE,since 06/04/2007,"1 DAWN HILL BRISTOL, RI 02809 (41.689081, -71.264478)",10/01/2018
415010,SAINT ELIZABETH HOME EAST GREENWICH,1 SAINT ELIZABETH WAY,EAST GREENWICH,RI,02818,MANAGING EMPLOYEE,Individual,"TRIMBLE, MATTHEW",NOT APPLICABLE,since 10/27/2014,"1 SAINT ELIZABETH WAY EAST GREENWICH, RI 02818 (41.639386, -71.472683)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,OPERATIONAL/MANAGERIAL CONTROL,Individual,"GAGE, JOHN",NOT APPLICABLE,since 05/01/2006,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415035,HOPKINS MANOR LTD,610 SMITHFIELD ROAD,NORTH PROVIDENCE,RI,02904,DIRECTOR,Individual,"LEVESQUE, MARK",NOT APPLICABLE,since 03/01/2006,"610 SMITHFIELD ROAD NORTH PROVIDENCE, RI 02904 (41.864997, -71.467306)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,DIRECTOR,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415060,AVALON NURSING HOME,57 STOKES STREET,WARWICK,RI,02889,OFFICER,Individual,"KOWALIK, LISA",NOT APPLICABLE,since 07/07/2014,"57 STOKES STREET WARWICK, RI 02889 (41.719088, -71.375566)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"CROSS, CINDY",NOT APPLICABLE,since 04/21/1994,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,OFFICER,Individual,"RYAN, DAVID",NOT APPLICABLE,since 01/01/1974,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SUN HEALTHCARE GROUP, INC.",NO PERCENTAGE PROVIDED,since 02/02/2015,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,DIRECTOR,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415062,MORGAN HEALTH CENTER,80 MORGAN AVENUE,JOHNSTON,RI,02919,MANAGING EMPLOYEE,Individual,"DELISI, KENNETH",NOT APPLICABLE,since 07/02/2012,"80 MORGAN AVENUE JOHNSTON, RI 02919 (41.802319, -71.474736)",10/01/2018
415072,ELMWOOD NURSING AND REHABILITATION CENTER,225 ELMWOOD AVENUE,PROVIDENCE,RI,02907,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, DAVID",NO PERCENTAGE PROVIDED,since 10/26/1975,"225 ELMWOOD AVENUE PROVIDENCE, RI 02907 (41.806706, -71.424929)",10/01/2018
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,55 SCALLOP SHELL WAY,SOUTH KINGSTOWN,RI,02883,OFFICER,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 07/01/2010,"55 SCALLOP SHELL WAY SOUTH KINGSTOWN, RI 02883 (41.451253, -71.490744)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SPENCER III, WILLIAM",NO PERCENTAGE PROVIDED,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,80 DOUGLAS PIKE,SMITHFIELD,RI,02917,OFFICER,Individual,"RYAN, SALLY",NOT APPLICABLE,since 06/01/2012,"80 DOUGLAS PIKE SMITHFIELD, RI 02917 (41.876882, -71.471058)",10/01/2018
415120,APPLE REHAB CLIPPER,161 POST ROAD,WESTERLY,RI,02891,5% OR GREATER MORTGAGE INTEREST,Individual,"FOLEY, BRIAN",NOT APPLICABLE,since 05/02/1994,"161 POST ROAD WESTERLY, RI 02891 (41.350772, -71.782365)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OPERATIONAL/MANAGERIAL CONTROL,Organization,GENESIS HEALTHCARE LLC,NOT APPLICABLE,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415027,OAK HILL HEALTH & REHABILITATION CENTER,544 PLEASANT STREET,PAWTUCKET,RI,02860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, BETH",5%,since 07/01/2017,"544 PLEASANT STREET PAWTUCKET, RI 02860 (41.863973, -71.383313)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,DIRECTOR,Individual,"FOLEY, BRENDAN",NOT APPLICABLE,since 04/13/2015,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"SCOTT, KENNETH",NOT APPLICABLE,since 08/04/2010,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415014,GRACE BARKER NURSING CENTER,54 BARKER AVENUE,WARREN,RI,02885,DIRECTOR,Individual,"LESCAULT, MARY",NOT APPLICABLE,since 03/31/2006,"54 BARKER AVENUE WARREN, RI 02885 (41.727711, -71.26429)",10/01/2018
415054,SOUTH KINGSTOWN NURSING AND REHAB CTR,"2115 SOUTH COUNTY TRAIL, PO BOX 307",WEST KINGSTON,RI,02892,MANAGING EMPLOYEE,Individual,"PREVEY, MELISSA",NOT APPLICABLE,since 07/01/2012,"2115 SOUTH COUNTY TRAIL WEST KINGSTON, RI 02892 (41.50255, -71.561723)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415035,HOPKINS MANOR LTD,610 SMITHFIELD ROAD,NORTH PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GATES, LAWRENCE",56%,since 01/01/1975,"610 SMITHFIELD ROAD NORTH PROVIDENCE, RI 02904 (41.864997, -71.467306)",10/01/2018
415063,SCALABRINI VILLA,860 NORTH QUIDESSET ROAD,NORTH KINGSTOWN,RI,02852,MANAGING EMPLOYEE,Individual,"RYAN, JOY",NOT APPLICABLE,since 05/01/2007,"860 NORTH QUIDESSET ROAD NORTH KINGSTOWN, RI 02852 (41.639968, -71.42324)",10/01/2018
